course_code,course_title,course_units,requisite,section,component,class_num,avail_status,Avail.,availability,open_seat,avail_seat,waitlist,day,time,start_time,end_time,location,instructor,Begin/End Dates
474,Network Security,3,Prerequisite: CSC 230 or ECE 209,1,Lec,1940,O,Open19/90,19/90,19,90,,T/Th,11:45AM-1:00PM,11:45 AM,1:00 PM,1021 Engineering Building 2,"Enck,William H",08/22/22 - 12/05/22
481,Game Engine Foundations,3,Prerequisite: CSC 316 or ECE 309; Restriction: CSC Majors Only,1,Lec,1941,R,Reserved14/60,14/60,14,60,,M/W,10:15AM-11:30AM,10:15 AM,11:30 AM,135 BTEC,"Roberts,David L",08/22/22 - 12/05/22
486,Computational Visual Narrative,3,Prerequisite: CSC 316 or ECE 309,3,Lec,11867,O,Open15/20,15/20,15,20,,T,4:30PM-7:15PM,4:30 PM,7:15 PM,1229 Engineering Building 2,"Jhala,Arnav H",08/22/22 - 12/05/22
492,Senior Design Project,3,Prerequisite: CSC 326,1,Lec,1942,C,Closed0/28,0/28,0,28,,M/W,9:35AM-11:25AM,9:35 AM,11:25 AM,1203A Engineering Building II,"Heil,Margaret Rose ScaturroDominguez,Ignacio X.",08/22/22 - 12/05/22
492,Senior Design Project,3,Prerequisite: CSC 326,2,Lec,5619,C,Closed0/28,0/28,0,28,,M/W,12:50PM-2:40PM,12:50 PM,2:40 PM,1203A Engineering Building II,"King,Jason TylerHeil,Margaret Rose Scaturro",08/22/22 - 12/05/22
492,Senior Design Project,3,Prerequisite: CSC 326,3,Lec,7423,C,Closed0/24,0/24,0,24,,T/Th,9:00AM-10:50AM,9:00 AM,10:50 AM,1203A Engineering Building II,"Heil,Margaret Rose ScaturroBattestilli,Tzvetelina",08/22/22 - 12/05/22
492,Senior Design Project,3,Prerequisite: CSC 326,4,Lec,5618,C,Closed0/28,0/28,0,28,,T/Th,11:20AM-1:10PM,11:20 AM,1:10 PM,1203A Engineering Building II,"Heil,Margaret Rose ScaturroSturgill,David Brian",08/22/22 - 12/05/22
492,Senior Design Project,3,Prerequisite: CSC 326,401,Pro,4147,O,Open7/116,7/116,7,116,,F,10:40AM-12:30PM,10:40 AM,12:30 PM,1021 Engineering Building 2,"Heil,Margaret Rose ScaturroDominguez,Ignacio X.Battestilli,TzvetelinaKing,Jason TylerSturgill,David Brian",08/22/22 - 12/05/22
495,Special Topics in Computer Science,3,Topics of current interest in computer science not covered in existing courses. Each special topics course will have one or more prerequisites from the Computer Science core courses. CSC 495 may be repeated for credit if a different topic is chosen.,12,Lec,7746,O,Open4/15,04-15,4,15,,M/W,3:00PM-4:15PM,3:00 PM,4:15 PM,2232 Engineering Building 3,"Singh,Munindar P",08/22/22 - 12/05/22
498,Independent Study in Computer Science, 1 - 6,"Detailed investigation of computing topics of particular interest to advanced undergraduate computer science majors under faculty direction. Appropriate topics may include software development projects, tutorial work on new or emerging technologies, or exploration of an emerging computing topic. The experience must be arranged in advance by the student and approved by the Department of Computer Science prior to enrollment. A minimum of 45 hours must be completed for each credit hour earned. An independent study proposal and final report approved by the faculty mentor and the department are required. Individualized/Independent Study courses require a ""Course Agreement for Students Enrolled in Non-Standard Courses"" be completed by the student and faculty member prior to registration by the department. At most 6 credit hours of CSC 498 and/or CSC 499 may be applied to degree.",1,Ind,11183,O,Open35/35,35/35,35,35,,,TBD,TBD,TBD,,"Heckman,Sarah Smith",08/22/22 - 12/05/22
499,Independent Research in Computer Science, 1 - 6,"Independent investigation of a research problem under the supervision of a faculty member in the Department of Computer Science. The experience must be arranged in advance by the student and approved by the Department of Computer Science prior to enrollment. A minimum of 45 hours must be completed for each credit hour earned. An independent research proposal and final report approved by the faculty mentor and the department are required. Individualized/Independent Research courses require a ""Course Agreement for Students Enrolled in Non-Standard Courses"" to be completed by the student and faculty member prior to registration by the department. At most 6 credit hours of CSC 498 and/or CSC 499 may be applied to degree.",1,Res,1943,O,Open35/35,35/35,35,35,,,TBD,TBD,TBD,,"Heckman,Sarah Smith",08/22/22 - 12/05/22
501,Operating Systems Principles,3,"Prerequisite: CSC 246, CSC 316 and MA 421",1,Lec,1944,O,Open72/126,72/126,72,126,,T/Th,3:00PM-4:15PM,3:00 PM,4:15 PM,2124 Engineering Building 3,"Jin,Guoliang",08/22/22 - 12/05/22
501,Operating Systems Principles,3,"Prerequisite: CSC 246, CSC 316 and MA 421",2,Lec,5995,O,Open80/80,80/80,80,80,,M/W,8:30AM-9:45AM,8:30 AM,9:45 AM,4106 James B Hunt Jr Centenni,Staff,08/22/22 - 12/05/22
501,Operating Systems Principles,3,"Prerequisite: CSC 246, CSC 316 and MA 421",601,Lec,8722,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Jin,Guoliang",08/22/22 - 12/05/22
505,Design and Analysis Of Algorithms,3,Prerequisite: CSC 316 and CSC 226,1,Lec,1945,O,Open127/175,127/175,127,175,,M/W,4:30PM-5:45PM,4:30 PM,5:45 PM,1025 Engineering Building 2,"Heber,Steffen",08/22/22 - 12/05/22
505,Design and Analysis Of Algorithms,3,Prerequisite: CSC 316 and CSC 226,2,Lec,5620,O,Open72/80,72/80,72,80,,M/W,6:00PM-7:15PM,6:00 PM,7:15 PM,2213 Engineering Building 3,"Heber,Steffen",08/22/22 - 12/05/22
505,Design and Analysis Of Algorithms,3,Prerequisite: CSC 316 and CSC 226,601,Lec,4416,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Heber,Steffen",08/22/22 - 12/05/22
506,Architecture Of Parallel Computers,3,Also listed as: ECE 406 ECE 506 ,1,Lec,1946,O,Open14/20,14/20,14,20,,M/W,1:30PM-2:45PM,1:30 PM,2:45 PM,2336 Fitts-Woolard Hall,"Awad,Amro",08/22/22 - 12/05/22
510,Software Engineering,3,Prerequisite: CSC 316 and CSC 226,1,Lec,1947,O,Open92/200,92/200,92,200,,M/W,10:15AM-11:30AM,10:15 AM,11:30 AM,1103 James B Hunt Jr Centenni,"Parnin,Christopher Joseph",08/22/22 - 12/05/22
510,Software Engineering,3,Prerequisite: CSC 316 and CSC 226,2,Lec,11998,O,Open150/150,150/150,150,150,,T/Th,4:30PM-5:45PM,4:30 PM,5:45 PM,1025 Engineering Building 2,Staff,08/22/22 - 12/05/22
512,Compiler Construction,3,Prerequisites: Graduate standing and CSC 316 and CSC 333 or equivalent classes.,1,Lec,5996,O,Open17/45,17/45,17,45,,M/W,8:30AM-9:45AM,8:30 AM,9:45 AM,2207 Engineering Building 3,"Liu,Xu",08/22/22 - 12/05/22
512,Compiler Construction,3,Prerequisites: Graduate standing and CSC 316 and CSC 333 or equivalent classes.,601,Lec,12129,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Liu,Xu",08/22/22 - 12/05/22
514,Foundations of Cryptography,3,Also listed as: MA 414 MA 514 ,1,Lec,10270,W,Waitlist0/60 (3),0/60,0,60,3,T,4:30PM-7:15PM,4:30 PM,7:15 PM,1007 Engineering Building I,"Scafuro,Alessandra",08/22/22 - 12/05/22
517,Object-Oriented Design and Development,3,Also listed as: ECE 517 ,1,Lec,1948,O,Open68/90,68/90,68,90,,F,1:55PM-4:40PM,1:55 PM,4:40 PM,1231 Engineering Building 2,"Gehringer,Ed",08/22/22 - 12/05/22
520,Artificial Intelligence I,3,Prerequisite: CSC 316 and either CSC 226 or LOG 201 or LOG 335 or background in symbolic logic,1,Lec,1949,O,Open108/120,108/120,108,120,,T/Th,10:15AM-11:30AM,10:15 AM,11:30 AM,2124 Engineering Building 3,"Lynch PhD,Collin F.",08/22/22 - 12/05/22
520,Artificial Intelligence I,3,Prerequisite: CSC 316 and either CSC 226 or LOG 201 or LOG 335 or background in symbolic logic,2,Lec,12000,O,Open80/80,80/80,80,80,,M/W,8:30AM-9:45AM,8:30 AM,9:45 AM,1007 Engineering Building I,Staff,08/22/22 - 12/05/22
520,Artificial Intelligence I,3,Prerequisite: CSC 316 and either CSC 226 or LOG 201 or LOG 335 or background in symbolic logic,601,Lec,1950,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Lynch PhD,Collin F.",08/22/22 - 12/05/22
522,Automated Learning and Data Analysis,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",1,Lec,7902,O,Open50/120,50/120,50,120,,M/W,1:30PM-2:45PM,1:30 PM,2:45 PM,2124 Engineering Building 3,"Chi,Min",08/22/22 - 12/05/22
522,Automated Learning and Data Analysis,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",2,Lec,11286,O,Open21/50,21/50,21,50,,M/W,11:45AM-1:00PM,11:45 AM,1:00 PM,2336 Fitts-Woolard Hall,"Chi,Min",08/22/22 - 12/05/22
522,Automated Learning and Data Analysis,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",601,Lec,7974,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Chi,Min",08/22/22 - 12/05/22
530,Computational Methods for Molecular Biology,3,"Prerequisite: CSC 316, Corequisite: CSC 505",1,Lec,4910,O,Open8/40,8/40,8,40,,T/Th,6:00PM-7:15PM,6:00 PM,7:15 PM,1228 Engineering Building 2,"Heber,Steffen",08/22/22 - 12/05/22
533,Privacy in the Digital Age,3,Prerequisite: CSC 316,1,Lec,9937,C,Closed0/80,0/80,0,80,,M/W,11:45AM-1:00PM,11:45 AM,1:00 PM,1230 Engineering Building 2,"Das,Anupam",08/22/22 - 12/05/22
533,Privacy in the Digital Age,3,Prerequisite: CSC 316,601,Lec,10160,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Das,Anupam",08/22/22 - 12/05/22
540,Database Management concepts and Systems,3,Prerequisite: CSC 316,1,Lec,1951,O,Open27/120,27/120,27,120,,T/Th,11:45AM-1:00PM,11:45 AM,1:00 PM,2124 Engineering Building 3,"Ogan,Kemafor",08/22/22 - 12/05/22
540,Database Management concepts and Systems,3,Prerequisite: CSC 316,601,Lec,9419,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Ogan,Kemafor",08/22/22 - 12/05/22
547,Cloud Computing Technology,3,Also listed as: ECE 547 ,1,Lec,12020,C,Closed0/55,0/55,0,55,,M/W,6:00PM-7:15PM,6:00 PM,7:15 PM,2124 Engineering Building 3,"Viniotis,IoannisPapapanagiotou,Ioannis",08/22/22 - 12/05/22
554,Human-Computer Interaction,3,Prerequisite: CSC 316,1,Lec,12003,C,Closed0/100,0/100,0,100,,T/Th,4:30PM-5:45PM,4:30 PM,5:45 PM,1231 Engineering Building 2,"Matsuda,Noboru",08/22/22 - 12/05/22
555,Social Computing and Decentralized Artificial Intelligence,3,"This course surveys the field of social computing, introducing its key concepts, paradigms, and techniques. Specific topics are selected from the following list: social media and social network analytics, sociological underpinnings, crowdsourcing and surveys, human computation, social mobilization, human decision making, voting theory, judgment aggregation, prediction markets, economic mechanisms, incentives, organizational modeling, argumentation, contracts, norms, mobility and social context, sociotechnical systems, and software engineering with and for social computing. This course incorporates ideas from diverse disciplines [including sociology, psychology, law, economics, political science, logic, statistics, philosophy, business] to provide essential background for future computer science careers in industry and research.",1,Lec,8341,W,Waitlist0/30 (4),0/30,0,30,4,M/W,1:30PM-2:45PM,1:30 PM,2:45 PM,2232 Engineering Building 3,"Singh,Munindar P",08/22/22 - 12/05/22
555,Social Computing and Decentralized Artificial Intelligence,3,"This course surveys the field of social computing, introducing its key concepts, paradigms, and techniques. Specific topics are selected from the following list: social media and social network analytics, sociological underpinnings, crowdsourcing and surveys, human computation, social mobilization, human decision making, voting theory, judgment aggregation, prediction markets, economic mechanisms, incentives, organizational modeling, argumentation, contracts, norms, mobility and social context, sociotechnical systems, and software engineering with and for social computing. This course incorporates ideas from diverse disciplines [including sociology, psychology, law, economics, political science, logic, statistics, philosophy, business] to provide essential background for future computer science careers in industry and research.",601,Lec,12148,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Singh,Munindar P",08/22/22 - 12/05/22
561,Principles of Computer Graphics,3,Prerequisite: CSC Majors,1,Lec,4911,O,Open18/100,18/100,18,100,,M/W,3:00PM-4:15PM,3:00 PM,4:15 PM,2124 Engineering Building 3,"Watson,Benjamin Allen",08/22/22 - 12/05/22
561,Principles of Computer Graphics,3,Prerequisite: CSC Majors,601,Lec,10162,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Watson,Benjamin Allen",08/22/22 - 12/05/22
570,Computer Networks,3,Also listed as: ECE 570 ,1,Lec,1953,C,Closed0/75,0/75,0,75,,M/W,3:00PM-4:15PM,3:00 PM,4:15 PM,1231 Engineering Building 2,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
570,Computer Networks,3,Also listed as: ECE 570 ,3,Lec,4690,O,Open4/40,4/40,4,40,,M/W,11:45AM-1:00PM,11:45 AM,1:00 PM,1021 Engineering Building 2,"Eun,Do Young",08/22/22 - 12/05/22
573,Internet Protocols,3,Also listed as: ECE 573 ,1,Lec,1955,C,Closed0/60,0/60,0,60,,M/W,4:30PM-5:45PM,4:30 PM,5:45 PM,2124 Engineering Building 3,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
573,Internet Protocols,3,Also listed as: ECE 573 ,2,Lec,1956,O,Open53/60,53/60,53,60,,T/Th,3:00PM-4:15PM,3:00 PM,4:15 PM,1231 Engineering Building 2,"Yu,Ruozhou",08/22/22 - 12/05/22
573,Internet Protocols,3,Also listed as: ECE 573 ,601,Lec,5141,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
574,Computer and Network Security,3,Also listed as: ECE 574 ,1,Lec,1957,O,Open7/45,7/45,7,45,,T/Th,10:15AM-11:30AM,10:15 AM,11:30 AM,2207 Engineering Building 3,"Enck,William H",08/22/22 - 12/05/22
574,Computer and Network Security,3,Also listed as: ECE 574 ,601,Lec,8723,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Enck,William H",08/22/22 - 12/05/22
577,Switched Network Management,3,Also listed as: ECE 577 ,1,Lec,7721,O,Open25/30,25/30,25,30,,M/W,1:30PM-2:45PM,1:30 PM,2:45 PM,2331 Fitts-Woolard Hall,"Viniotis,Ioannis",08/22/22 - 12/05/22
577,Switched Network Management,3,Also listed as: ECE 577 ,201,Lab,7722,O,Open25/30,25/30,25,30,,F,3:00PM-5:45PM,3:00 PM,5:45 PM,2321 Fitts-Woolard Hall,"Viniotis,Ioannis",08/22/22 - 12/05/22
579,Introduction to Computer Performance Modeling,3,Also listed as: ECE 579 OR 579 ,1,Lec,1958,W,Waitlist0/20 (1),0/20,0,20,1,M/W,11:45AM-1:00PM,11:45 AM,1:00 PM,2232 Engineering Building 3,"Rouskas,Georgios",08/22/22 - 12/05/22
579,Introduction to Computer Performance Modeling,3,Also listed as: ECE 579 OR 579 ,601,Lec,7401,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Rouskas,Georgios",08/22/22 - 12/05/22
580,Numerical Analysis I,3,Also listed as: MA 580 ,2,Lec,1959,W,Waitlist0/5 (2),0/5,0,5,2,T/Th,4:30PM-5:45PM,4:30 PM,5:45 PM,1218 SAS Hall,"Alexanderian,Alen",08/22/22 - 12/05/22
581,Game Engine Foundations,3,"In this course we will examine some of the components of a commercial strength game engine. We will survey different genres of games, using some of the unique design challenges each genre provides as a motivation for an in-depth examination of the affordances games engines provide for designing games of that genre. We will cover topics ranging from data structures, resource management, game loops and logical timing systems, scripting, error logging, and networking. A sequence of programming assignments will lead students through the implementation of their own game engine, which they will use to design their own game.",1,Lec,12004,O,Open4/20,04-20,4,20,,M/W,10:15AM-11:30AM,10:15 AM,11:30 AM,135 BTEC,"Roberts,David L",08/22/22 - 12/05/22
582,Computer Models of Interactive Narrative,3,"A theoretical and practical study of the computational models supporting the creation of interactive narrative systems. Topics include basic introductions to cognitive, linguistic and film theoretic models of narrative; representations and reasoning techniques from artificial intelligence related to the creation of storylines, dialog, camera control and other features of narrative in text-based and/or 3D virtual worlds; mechanisms for controlling character behavior in multi-agent multi-user stories; and applications of these techniques ranging from interactive entertainment to educational software to training simulations.",1,Lec,9938,O,Open26/80,26/80,26,80,,Th,4:30PM-7:15PM,4:30 PM,7:15 PM,2201 Engineering Building 3,"Jhala,Arnav H",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,1,Lec,8970,O,Open16/30,16/30,16,30,,T/Th,10:15AM-11:30AM,10:15 AM,11:30 AM,4106 James B Hunt Jr Centenni,"Mueller,Rainer Frank",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,3,Lec,6691,W,Waitlist0/20 (0),0/20,0,20,0,T,4:30PM-7:15PM,4:30 PM,7:15 PM,1229 Engineering Building 2,"Jhala,Arnav H",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,21,Lec,5446,O,Open17/120,17/120,17,120,,T/Th,11:45AM-1:00PM,11:45 AM,1:00 PM,2336 Fitts-Woolard Hall,"Menzies,Timothy James",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,25,Lec,10671,C,Closed0/20,0/20,0,20,,F,8:30AM-11:15AM,8:30 AM,11:15 AM,2201 Engineering Building 3,"Shen,Xipeng",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,69,Lec,8058,W,Waitlist0/20 (0),0/20,0,20,0,M/W,10:15AM-11:30AM,10:15 AM,11:30 AM,2015 Engineering Building I,"Eun,Do Young",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,78,Lec,8685,O,Open4/10,04-10,4,10,,T/Th,3:00PM-4:15PM,3:00 PM,4:15 PM,1230 Engineering Building 2,"Guvenc,Ismail",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,80,Lec,8955,O,Open7/10,07-10,7,10,,M/W,4:30PM-5:45PM,4:30 PM,5:45 PM,2220 Engineering Building 3,"Aysu,Aydin",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,84,Lec,9351,O,Open10/25,10-25,10,25,,M/W,4:30PM-5:45PM,4:30 PM,5:45 PM,2207 Engineering Building 3,"Lin,Shih-Chun",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,604,Lec,5214,O,Open10/10,10-10,10,10,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,608,Lec,11224,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Guvenc,Ismail",08/22/22 - 12/05/22
591,Special Topics In Computer Science,3,Prerequisite: B average in technical subjects,611,Lec,10430,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Lin,Shih-Chun",08/22/22 - 12/05/22
600,Computer Science Graduate Orientation,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",1,Lec,1960,O,Open177/200,177/200,177,200,,F,12:50PM-1:40PM,12:50 PM,1:40 PM,1025 Engineering Building 2,"Healey,Christopher GrahamRouskas,Georgios",08/22/22 - 12/05/22
600,Computer Science Graduate Orientation,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",2,Lec,5553,O,Open77/100,77/100,77,100,,F,12:50PM-1:40PM,12:50 PM,1:40 PM,1021 Engineering Building 2,"Healey,Christopher GrahamRouskas,Georgios",08/22/22 - 12/05/22
600,Computer Science Graduate Orientation,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",601,Lec,1961,O,Open40/40,40/40,40,40,,,TBD,TBD,TBD,Distance Education - Online,"Rouskas,Georgios",08/22/22 - 12/05/22
630,Master's Independent Study, 1 - 3,Individual investigation of topics under the direction of member[s] of the graduate faculty.,1,Ind,1962,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
690,Master's Examination, 1 - 9,Prerequisite: Master's student,1,The,1966,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
693,Master's Supervised Research, 1 - 9,Prerequisite: Master's student,1,Res,1967,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
695,Master's Thesis Research, 1 - 9,Prerequisite: Master's student,1,Res,1968,O,Open98/100,98/100,98,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
699,Master's Thesis Preparation, 1 - 9,Prerequisite: Master's student,1,The,1969,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
711,Geospatial Data Management,3,Also listed as: GIS 711 ,1,Lec,12007,W,Waitlist0/5 (1),0/5,0,5,1,T,4:30PM-7:15PM,4:30 PM,7:15 PM,1109 Jordan Hall,"Vatsavai,Ranga Raju",08/22/22 - 12/05/22
791,Advanced Topics In Computer Science,3,Advanced topics of current interest in computer science not covered by existing courses.,1,Lec,12008,R,Reserved18/20,18/20,18,20,,T/Th,4:30PM-5:45PM,4:30 PM,5:45 PM,1231 Engineering Building 2,"Matsuda,Noboru",08/22/22 - 12/05/22
791,Advanced Topics In Computer Science,3,Advanced topics of current interest in computer science not covered by existing courses.,12,Lec,9179,O,Open10/30,10-30,10,30,,M/W,3:00PM-4:15PM,3:00 PM,4:15 PM,2232 Engineering Building 3,"Singh,Munindar P",08/22/22 - 12/05/22
791,Advanced Topics In Computer Science,3,Advanced topics of current interest in computer science not covered by existing courses.,21,Lec,7428,O,Open12/20,12-20,12,20,,T/Th,11:45AM-1:00PM,11:45 AM,1:00 PM,2336 Fitts-Woolard Hall,"Menzies,Timothy James",08/22/22 - 12/05/22
791,Advanced Topics In Computer Science,3,Advanced topics of current interest in computer science not covered by existing courses.,25,Lec,10673,W,Waitlist0/20 (1),0/20,0,20,1,F,8:30AM-11:15AM,8:30 AM,11:15 AM,2201 Engineering Building 3,"Shen,Xipeng",08/22/22 - 12/05/22
791,Advanced Topics In Computer Science,3,Advanced topics of current interest in computer science not covered by existing courses.,603,Lec,6302,O,Open30/30,30/30,30,30,,,TBD,TBD,TBD,Distance Education - Online,"Singh,Munindar P",08/22/22 - 12/05/22
801,Seminar in Computer Science,3,Prerequisite: Graduate standing,1,Pro,1970,O,Open22/45,22/45,22,45,,F,9:35AM-12:20PM,9:35 AM,12:20 PM,1226 Engineering Building 2,"Dutta,Rudra",08/22/22 - 12/05/22
830,Doctoral Independent Study, 1 - 3,Individual investigation of advanced topics under the direction of member[s] of the graduate faculty.,1,Ind,1972,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
885,Doctoral Supervised Teaching, 1 - 3,Prerequisite: Doctoral student,1,Lec,1973,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
890,Doctoral Preliminary Exam, 1 - 9,Prerequisite: Doctoral student,1,The,1974,O,Open90/100,90/100,90,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
893,Doctoral Supervised Research, 1 - 9,Prerequisite: Doctoral student,1,Res,1975,O,Open165/200,165/200,165,200,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
895,Doctoral Dissertation Research, 1 - 9,Prerequisite: Doctoral student,1,Res,1976,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
899,Doctoral Dissertation Preparation, 1 - 9,Prerequisite: Doctoral student,1,The,1977,O,Open100/100,100/100,100,100,,,TBD,TBD,TBD,,Staff,08/22/22 - 12/05/22
